PrePost,Surveys,u,p
preHpostH:preHpostH,Pre_BRS_Sum : Post_BRS_sum,34.0,0.012591911490379684
preHpostH:preLpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostH:preLpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostH:preLpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostH:preLpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostH:preLpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostH:preLpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostH:preLpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostH:preLpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostH:preLpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostH:preLpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostH:preLpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostH:preLpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostH:preLpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostH:preLpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostH:preHpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostH:preHpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostH:preHpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostH:preHpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostH:preHpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostH:preHpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostH:preHpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preLpostH,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preLpostL:preLpostH,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preLpostL:preLpostH,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preLpostL:preLpostH,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preLpostL:preLpostH,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preLpostL:preLpostH,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preLpostL:preLpostH,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preLpostL:preHpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preLpostL:preHpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preLpostL:preHpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preLpostL:preHpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preLpostL:preHpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preLpostL:preHpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preLpostL:preHpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preLpostL:preNpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preNpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preNpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preNpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preNpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preNpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preNpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preNpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preNpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preNpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preNpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preNpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preNpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preNpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preNpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preNpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preNpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preNpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preNpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preNpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preNpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preHpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preHpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preHpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preHpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preHpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preHpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preHpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preLpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preLpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preLpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preLpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preLpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preLpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preLpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preHpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preHpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preHpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preHpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preHpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preHpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preHpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preLpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preLpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preLpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preLpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preLpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preLpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preLpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preLpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preLpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preLpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preLpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preLpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preLpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preLpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostL:preHpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostL:preHpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostL:preHpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostL:preHpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostL:preHpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostL:preHpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostL:preHpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preHpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preLpostH:preHpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preLpostH:preHpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preLpostH:preHpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preLpostH:preHpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preLpostH:preHpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preLpostH:preHpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preLpostH:preNpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preNpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preNpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preNpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preNpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preNpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preNpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preNpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preNpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preNpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preNpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preNpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preNpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preNpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preNpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preNpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preNpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preNpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preNpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preNpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preNpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preHpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preHpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preHpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preHpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preHpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preHpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preHpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preLpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preLpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preLpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preLpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preLpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preLpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preLpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preHpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preHpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preHpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preHpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preHpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preHpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preHpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preLpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preLpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preLpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preLpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preLpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preLpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preLpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preLpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preLpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preLpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preLpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preLpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preLpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preLpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostH:preHpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostH:preHpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostH:preHpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostH:preHpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostH:preHpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostH:preHpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostH:preHpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preNpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preNpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preNpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preNpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preNpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preNpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preNpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preNpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preNpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preNpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preNpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preNpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preNpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preNpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preNpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preNpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preNpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preNpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preNpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preNpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preNpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preHpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preHpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preHpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preHpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preHpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preHpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preHpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preLpostN,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preLpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preLpostN,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preLpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preLpostN,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preLpostN,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preLpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preHpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preHpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preHpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preHpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preHpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preHpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preHpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preLpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preLpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preLpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preLpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preLpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preLpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preLpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preLpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preLpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preLpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preLpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preLpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preLpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preLpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostL:preHpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostL:preHpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostL:preHpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostL:preHpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostL:preHpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostL:preHpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostL:preHpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preNpostN:preNpostH,Post_PSS_sum : Post_PSS_sum,499.0,0.707613851020105
preNpostN:preNpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,429.0,0.30696079750339633
preNpostN:preNpostH,Post_ISEL_sum : Post_ISEL_sum,727.5,0.08326158797277668
preNpostN:preNpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,843.0,0.005145032690794953
preNpostN:preNpostH,Post_LS_Sum : Post_LS_Sum,465.0,0.49048378483177457
preNpostN:preNpostH,Post_NBS_Sum : Post_NBS_Sum,572.0,0.77046855088855
preNpostN:preNpostH,Post_BRS_sum : Post_BRS_sum,662.5,0.2580106448958852
preNpostN:preNpostL,Post_PSS_sum : Post_PSS_sum,419.5,0.49843929360740047
preNpostN:preNpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,337.5,0.8010131462104064
preNpostN:preNpostL,Post_ISEL_sum : Post_ISEL_sum,253.0,0.22163498654092118
preNpostN:preNpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,263.0,0.2687603202760488
preNpostN:preNpostL,Post_LS_Sum : Post_LS_Sum,507.5,0.0918421223191034
preNpostN:preNpostL,Post_NBS_Sum : Post_NBS_Sum,397.0,0.6752483136243288
preNpostN:preNpostL,Post_BRS_sum : Post_BRS_sum,262.0,0.26273126027429794
preNpostN:preHpostN,Post_PSS_sum : Post_PSS_sum,1063.0,0.10496369012814125
preNpostN:preHpostN,Post_CSSEC_Sum : Post_CSSEC_Sum,1059.0,0.11196760838180084
preNpostN:preHpostN,Post_ISEL_sum : Post_ISEL_sum,1067.0,0.09888061509085883
preNpostN:preHpostN,Post_SF_CMU_Sum : Post_SF_CMU_Sum,934.5,0.49395780362908703
preNpostN:preHpostN,Post_LS_Sum : Post_LS_Sum,900.5,0.6621615729008654
preNpostN:preHpostN,Post_NBS_Sum : Post_NBS_Sum,1068.5,0.0966322545799086
preNpostN:preHpostN,Post_BRS_sum : Post_BRS_sum,577.5,0.05600983071404068
preNpostN:preLpostN,Post_PSS_sum : Post_PSS_sum,395.5,0.23056745473688778
preNpostN:preLpostN,Post_CSSEC_Sum : Post_CSSEC_Sum,324.0,0.7671641989407004
preNpostN:preLpostN,Post_ISEL_sum : Post_ISEL_sum,359.0,0.4603025936335249
preNpostN:preLpostN,Post_SF_CMU_Sum : Post_SF_CMU_Sum,363.0,0.430844874231027
preNpostN:preLpostN,Post_LS_Sum : Post_LS_Sum,182.5,0.14001495286850868
preNpostN:preLpostN,Post_NBS_Sum : Post_NBS_Sum,315.0,0.8547825938152452
preNpostN:preLpostN,Post_BRS_sum : Post_BRS_sum,401.0,0.20424236435398258
preNpostN:preHpostH,Post_PSS_sum : Post_PSS_sum,360.5,1.0
preNpostN:preHpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,427.5,0.4427473028833482
preNpostN:preHpostH,Post_ISEL_sum : Post_ISEL_sum,529.5,0.05245405456608666
preNpostN:preHpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,484.0,0.1569637881756777
preNpostN:preHpostH,Post_LS_Sum : Post_LS_Sum,290.5,0.4287766597928172
preNpostN:preHpostH,Post_NBS_Sum : Post_NBS_Sum,410.5,0.5660856286910301
preNpostN:preHpostH,Post_BRS_sum : Post_BRS_sum,451.5,0.29596674222029995
preNpostN:preLpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostN:preLpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostN:preLpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostN:preLpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostN:preLpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostN:preLpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostN:preLpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostN:preLpostH,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostN:preLpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostN:preLpostH,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostN:preLpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostN:preLpostH,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostN:preLpostH,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostN:preLpostH,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostN:preHpostL,Post_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostN:preHpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostN:preHpostL,Post_ISEL_sum : Post_ISEL_sum,0.0,0.0
preNpostN:preHpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,0.0,0.0
preNpostN:preHpostL,Post_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostN:preHpostL,Post_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostN:preHpostL,Post_BRS_sum : Post_BRS_sum,0.0,0.0
preNpostH:preNpostL,Post_PSS_sum : Post_PSS_sum,34.0,0.4420221899269482
preNpostH:preNpostL,Post_CSSEC_Sum : Post_CSSEC_Sum,33.5,0.479107370150633
preNpostH:preNpostL,Post_ISEL_sum : Post_ISEL_sum,8.5,0.03325944681030485
preNpostH:preNpostL,Post_SF_CMU_Sum : Post_SF_CMU_Sum,6.0,0.015601438656952673
preNpostH:preNpostL,Post_LS_Sum : Post_LS_Sum,41.5,0.09805579461272682
preNpostH:preNpostL,Post_NBS_Sum : Post_NBS_Sum,29.5,0.8125098936893511
preNpostH:preNpostL,Post_BRS_sum : Post_BRS_sum,13.0,0.10937068428121063
preNpostH:preHpostN,Post_PSS_sum : Post_PSS_sum,83.0,0.21563754837478588
preNpostH:preHpostN,Post_CSSEC_Sum : Post_CSSEC_Sum,97.0,0.03483238234691384
preNpostH:preHpostN,Post_ISEL_sum : Post_ISEL_sum,59.5,0.8495178430980432
preNpostH:preHpostN,Post_SF_CMU_Sum : Post_SF_CMU_Sum,34.5,0.07761313698592455
preNpostH:preHpostN,Post_LS_Sum : Post_LS_Sum,78.5,0.3421876521211513
preNpostH:preHpostN,Post_NBS_Sum : Post_NBS_Sum,72.5,0.5684483056620058
preNpostH:preHpostN,Post_BRS_sum : Post_BRS_sum,27.0,0.024648930942196518
preNpostH:preLpostN,Post_PSS_sum : Post_PSS_sum,29.5,0.38349857225458583
preNpostH:preLpostN,Post_CSSEC_Sum : Post_CSSEC_Sum,24.5,0.8413084141649276
preNpostH:preLpostN,Post_ISEL_sum : Post_ISEL_sum,20.5,0.8404390854813312
preNpostH:preLpostN,Post_SF_CMU_Sum : Post_SF_CMU_Sum,12.5,0.20477620084478065
preNpostH:preLpostN,Post_LS_Sum : Post_LS_Sum,14.5,0.31409850725211086
preNpostH:preLpostN,Post_NBS_Sum : Post_NBS_Sum,23.0,1.0
preNpostH:preLpostN,Post_BRS_sum : Post_BRS_sum,27.0,0.5925804902400147
preNpostH:preHpostH,Post_PSS_sum : Post_PSS_sum,28.5,0.9057659374905171
preNpostH:preHpostH,Post_CSSEC_Sum : Post_CSSEC_Sum,39.0,0.17532581762086596
preNpostH:preHpostH,Post_ISEL_sum : Post_ISEL_sum,35.0,0.37158485495783233
preNpostH:preHpostH,Post_SF_CMU_Sum : Post_SF_CMU_Sum,25.5,0.9061021286732354
