SubjectID,WEEK1_EMA_EVENING,WEEK1_PRODUCTIVE,WEEK1_BELONGING,WEEK1_DISCRIMINATION,WEEK1_EMO_DRAINED,WEEK1_TALKSTRESS,WEEK1_LITTLESLEEP,WEEK1_PROFCARES,WEEK1_HOMESICK,WEEK1_EXERCISE,WEEK1_EMA_MORNING,WEEK1_ACTIVITY_ACADEMIC,WEEK1_ACADEMIC_percentage,WEEK1_ACTIVITY_PERSONAL,WEEK1_PERSONAL_percentage,WEEK1_TIRED_AM,WEEK1_DRINK,WEEK1_DRUGS,WEEK1_drinkdrugs_alone,WEEK1_negative_cons,WEEK1_SLEEP,WEEK1_HrsBed_Avg,WEEK1_HrsAsleep_Avg,WEEK1_HrsBed_Weekday_Avg,WEEK1_HrsAsleep_Weekday_Avg,WEEK1_HrsBed_Weekend_Avg,WEEK1_HrsAsleep_Weekend_Avg,WEEK1_TODAY_STRESSFUL,WEEK1_M_STRESS,WEEK1_M_CONTROL,WEEK1_A1_STRESS,WEEK1_A1_CONTROL,WEEK1_A1_SUCCESS_COPING,WEEK1_A2_STRESS,WEEK1_A2_CONTROL,WEEK1_A2_SUCCESS_COPING,WEEK1_E_STRESS,WEEK1_E_CONTROL,WEEK1_E_SUCCESS_COPING,D1_W1_Stress,D2_W1_Stress,D3_W1_Stress,D4_W1_Stress,D5_W1_Stress,D6_W1_Stress,D7_W1_Stress,WEEK1_STRESS,D1_W1_GaveSupport,D2_W1_GaveSupport,D3_W1_GaveSupport,D4_W1_GaveSupport,D5_W1_GaveSupport,D6_W1_GaveSupport,D7_W1_GaveSupport,D1_W1_ReceivedSupport,D2_W1_ReceivedSupport,D3_W1_ReceivedSupport,D4_W1_ReceivedSupport,D5_W1_ReceivedSupport,D6_W1_ReceivedSupport,D7_W1_ReceivedSupport,WEEK1_GaveSupport,WEEK1_ReceivedSupport,WEEK2,WEEK2_PRODUCTIVE,WEEK2_BELONGING,WEEK2_DISCRIMINATION,WEEK2_EMO_DRAINED,WEEK2_TALKSTRESS,WEEK2_LITTLESLEEP,WEEK2_PROFCARES,WEEK2_HOMESICK,WEEK2_EXERCISE,WEEK_2_EMA_MORNING,WEEK2_ACTIVITY_ACADEMIC,WEEK2_ACADEMIC_percentage,WEEK2_ACTIVITY_PERSONAL,WEEK2_PERSONAL_percentage,WEEK2_TIRED_AM,WEEK2_DRINK,WEEK2_DRUGS,WEEK2_drinkdrugs_alone,WEEK2_negative_cons,WEEK2_SLEEP,WEEK2_HrsBed_Avg,WEEK2_HrsAsleep_Avg,WEEK2_HrsBed_Weekday_avg,WEEK2_HrsAsleep_Weekday_avg,WEEK2_HrsBed_Weekend_avg,WEEK2_HrsAsleep_Weekend_avg,WEEK2_TODAY_STRESSFUL,WEEK2_M_STRESS,WEEK2_M_CONTROL,WEEK2_M_SUCCESS_COPING,WEEK2_A1_STRESS,WEEK2_A1_CONTROL,WEEK2_A1_SUCCESS_COPING,WEEK2_A2_STRESS,WEEK2_A2_CONTROL,WEEK2_A2_SUCCESS_COPING,WEEK2_E_STRESS,WEEK2_E_CONTROL,WEEK2_E_SUCCESS_COPING,D1_W2_Stress,D2_W2_Stress,D3_W2_Stress,D4_W2_Stress,D5_W2_Stress,D6_W2_Stress,D7_W2_Stress,WEEK2_STRESS,D1_W2_GaveSupport,D2_W2_GaveSupport,D3_W2_GaveSupport,D4_W2_GaveSupport,D5_W2_GaveSupport,D6_W2_GaveSupport,D7_W2_GaveSupport,D1_W2_ReceivedSupport,D2_W2_ReceivedSupport,D3_W2_ReceivedSupport,D4_W2_ReceivedSupport,D5_W2_ReceivedSupport,D6_W2_ReceivedSupport,D7_W2_ReceivedSupport,WEEK2_GaveSupport,WEEK2_ReceivedSupport,WEEK3,WEEK3_PRODUCTIVE,WEEK3_BELONGING,WEEK3_DISCRIMINATION,WEEK3_EMO_DRAINED,WEEK3_TALKSTRESS,WEEK3_LITTLESLEEP,WEEK3_PROFCARES,WEEK3_HOMESICK,WEEK3_EXERCISE,EMA_MORNING,WEEK3_ACTIVITY_ACADEMIC,WEEK3_ACADEMIC_percentage,WEEK3_ACTIVITY_PERSONAL,WEEK3_PERSONAL_percentage,WEEK3_TIRED_AM,WEEK3_DRINK,WEEK3_DRUGS,WEEK3_drinkdrugs_alone,WEEK3_negative_cons,WEEK3_SLEEP,WEEK3_HrsBed_avg,WEEK3_HrsAsleep_avg,WEEK3_HrsBed_Weekday_avg,WEEK3_HrsAsleep_Weekday_avg,WEEK3_HrsBed_Weekend_avg,WEEK3_HrsAsleep_Weekend_avg,WEEK3_TODAY_STRESSFUL,WEEK3_M_STRESS,WEEK3_M_CONTROL,WEEK3_M_SUCCESS_COPING,WEEK3_A1_STRESS,WEEK3_A1_CONTROL,WEEK3_A1_SUCCESS_COPING,WEEK3_A2_STRESS,WEEK3_A2_CONTROL,WEEK3_A2_SUCCESS_COPING,WEEK3_E_STRESS,WEEK3_E_CONTROL,WEEK3_E_SUCCESS_COPING,D1_W3_Stress,D2_W3_Stress,D3_W3_Stress,D4_W3_Stress,D5_W3_Stress,D6_W3_Stress,D7_W3_Stress,WEEK3_STRESS,D1_W3_GaveSupport,D2_W3_GaveSupport,D3_W3_GaveSupport,D4_W3_GaveSupport,D5_W3_GaveSupport,D6_W3_GaveSupport,D7_W3_GaveSupport,D1_W3_ReceivedSupport,D2_W3_ReceivedSupport,D3_W3_ReceivedSupport,D4_W3_ReceivedSupport,D5_W3_ReceivedSupport,D6_W3_ReceivedSupport,D7_W3_ReceivedSupport,WEEK3_GaveSupport,WEEK3_ReceivedSupport
329, ,1.6,5.4,1,2.8,2.6,2,2.8,2.2,34, , , ,1,3.571428571,2,2,0,0,0, ,9:02:00,8:47:00,8:26:00,8:03:00,10:15:00,10:15:00,1,0.333333333,0.666666667,0.5,0.833333333,2.666666667,0.333333333,0.833333333,3.166666667,1,2.4,2.6,0,0.333333333,2,0,0.25,0.75,0.75,0.52173913,999,999,0,0,0,0,0,999,999,0,0,0,1,1,0,2, ,2.166666667,5.833333333,0,2.5,2.5,2.166666667,3,1.5,13.33333333, , , , , ,2,0,0,0,0, ,8:00:00,8:00:00, , ,8:00:00,8:00:00,1,1,1,2,0.857142857,0.857142857,2,0.714285714,0.714285714,2.142857143,1,2,2.666666667,0.333333333,0.333333333,1,1,1,1,1.333333333,0.857142857,1,0,999,0,0,0,0,1,0,999,0,0,0,0,1,1, ,1.166666667,3.833333333,0,3,3.5,2.5,3.166666667,1,10, , , , , ,2.5,0,0,0,0, ,5:36:00,4:48:00,9:15:00,8:00:00, , ,2,1,1,2.5,0.666666667,0.833333333,2,1.4,0.8,1.8,0.666666667,2,1.833333333,0.333333333,0,1,0.666666667,1,1.75,0.666666667,0.894736842,0,999,0,0,0,0,0,0,999,0,0,0,0,0,0,0
335, ,1.333333333,6.5,1,3,3,2.5,3.5,2.333333333,16.66666667, ,10,35.71428571,0,0,0.428571429,0,0,0,0, ,8:45:00,8:44:00,8:44:00,8:42:00,8:47:00,8:47:00,0.714285714,0.857142857,0.571428571,0.857142857,0.428571429,1.571428571,1,1,1.714285714,1.166666667,2.333333333,1.666666667,0.25,1.25,0.666666667,0.75,1.25,1.25,1.25,0.962962963,1,1,999,1,1,0,1,1,1,999,1,1,0,1,5,5, ,1.571428571,5.285714286,0,4,3.857142857,3.571428571,3.571428571,2,8.571428571, ,11,39.28571429,1,3.571428571,1.142857143,1,0,0,0, ,8:15:00,8:15:00,8:18:00,8:17:00,8:08:00,8:09:00,0.857142857,1.571428571,1.571428571,0.857142857,1.285714286,1.142857143,0.714285714,1.571428571,1.285714286,0.857142857,1.857142857,3,1,0.75,1,2,1,1.5,2.25,2.5,1.571428571,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,5, ,1.5,5.333333333,0,4,4.666666667,3.666666667,3.5,1.333333333,16.66666667, ,13,46.42857143,0,0,2.285714286,1,0,0,0, ,7:04:00,7:04:00,7:01:00,7:01:00,6:31:00,6:31:00,2,2.571428571,2.285714286,0.857142857,2.166666667,2.5,1.333333333,2,2,1.5,2.833333333,3.833333333,1.166666667,1.75,2.333333333,2.333333333,2,3,3,2.5,2.4,0,999,1,1,0,1,1,1,999,1,1,0,1,1,4,5
214, ,1.8,6,1,2.2,2.2,1.6,4.2,1,70, ,9,32.14285714,2,7.142857143,1.571428571,1,0,0,0, ,8:54:00,8:42:00,9:18:00,9:05:00,7:55:00,7:47:00,1.571428571,0.428571429,0,0.333333333,0.833333333,1.833333333,0.666666667,0.833333333,1.833333333,0.2,1.2,1.2,2,0.25,0,0.5,0.5,0,0.333333333,0.416666667,999,1,999,1,0,0,1,999,0,999,1,0,0,1,3,2, ,1.571428571,4,0,4,4,3.857142857,3.571428571,1.714285714,54.28571429, , , ,0,0,2,1,0,0,0, ,8:28:00,8:13:00,9:00:00,8:37:00,7:25:00,7:25:00,2.333333333,1.666666667,1.666666667,0.833333333,1.5,1.5,1,1.4,1.4,0.6,2,3.285714286,1.142857143,0.333333333,1.333333333,2,1.666666667,2,2,2,1.666666667,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7, ,0.833333333,5.833333333,0,3.333333333,4,3.833333333,3.333333333,1.166666667,43.33333333, ,12,42.85714286,0,0,2.571428571,2,0,0,1, ,9:00:00,8:46:00,9:09:00,8:56:00,7:10:00,6:55:00,1.571428571,1,1.142857143,1.714285714,1.714285714,1.571428571,1.571428571,1.142857143,1.142857143,1,1,2.5,1.5,1.333333333,1,0.75,1,1.25,1.25,2,1.222222222,999,0,1,0,1,0,0,999,0,1,1,1,0,1,2,4
246, ,2,5.5,0,2.75,3,2.75,3.5,1,15, , , ,1,3.571428571,1.6,1,2,0,0, ,9:22:00,8:41:00,9:15:00,8:33:00,9:32:00,8:52:00,1.25,0.5,0.5,1,0.833333333,1.166666667,1.333333333,0.833333333,2.333333333,0.75,1.75,1.75,0.5,1.5,0.25,1,1,1.25,0,0.909090909,999,0,1,1,999,0,999,999,0,1,1,999,0,999, , , ,0.25,4,1,3.75,2,3.75,3,1,0, ,12,42.85714286,0,0,1.833333333,1,1,0,1, ,6:52:00,6:32:00,7:33:00,7:09:00,3:30:00,3:30:00,2,1,0.5,0.666666667,1,0.333333333,0.333333333,1.333333333,0.5,0.333333333,1.2,1.75,1.25,0,0.5,1.25,1.333333333,2,1.333333333,2,1.142857143,999,999,0,1,1,0,999,999,999,0,0,0,0,999, , , ,0.6,4.2,1,4,3.4,3,2.8,1.4,12, , , ,1,3.571428571,2.166666667,1,1,2,1, ,7:43:00,7:20:00,7:31:00,7:05:00,8:07:00,7:45:00,1.833333333,0.5,0.333333333,1,1.142857143,0.285714286,0.857142857,1.2,0.2,0.8,1.2,1.8,0.6,1.25,0.333333333,1.333333333,0.666666667,1,1,1.333333333,1,0,999,0,999,0,0,0,0,999,0,999,0,0,0,0,0
208, ,1,2.833333333,0,3.166666667,2.5,2.333333333,1.833333333,2,40, , , ,1,3.571428571,2.166666667,0,0,0,0, ,8:44:00,8:37:00,8:13:00,8:04:00,9:46:00,9:42:00,1.166666667,1.333333333,1.166666667,1.5,1,1.166666667,1.428571429,1.285714286,1,2,2.5,0.666666667,2.5,1.5,1.666666667,1.25,1.5,1.25,1.75,1.56,999,1,0,0,0,0,0,999,1,0,0,0,0,0,1,1, ,0.857142857,2.142857143,0,3.428571429,2.142857143,1.857142857,2.142857143,3.285714286,20, , , ,0,0,1.833333333,0,0,0,0, ,8:06:00,7:58:00,7:46:00,7:37:00,8:47:00,8:42:00,0.5,0.666666667,0.833333333,0.666666667,0.8,0.6,0.6,0.6,0.6,0.8,0.857142857,2.142857143,1,0,0.25,1.333333333,1,1,1,1,0.739130435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0.714285714,2.571428571,0,4,2.428571429,1.714285714,2.857142857,3.428571429,21.42857143, ,15,53.57142857,1,3.571428571,2.142857143,0,0,0,0, ,7:10:00,7:04:00,6:16:00,6:10:00,8:15:00,8:10:00,2,1.714285714,1.857142857,0.714285714,1.714285714,2.428571429,1.285714286,2,2.428571429,1,1.857142857,3.285714286,1,2,2,1.5,2,1.75,1.75,1.75,1.821428571,1,0,0,0,0,1,1,1,0,0,0,0,1,0,3,2
179, ,1.833333333,5.166666667,1,3.5,2.333333333,3,3.833333333,1.333333333,40, ,9,32.14285714,0,0,1.714285714,0,0,0,0, ,8:56:00,8:36:00,9:07:00,8:44:00,8:31:00,8:17:00,1.571428571,1,0.285714286,1.5,0.833333333,1.5,1.571428571,1,1.571428571,2,2.333333333,1.666666667,1.333333333,2.25,1.666666667,0.5,1.75,2,1,1.5,999,1,0,0,1,1,1,999,1,1,1,1,1,1,4,6, ,1.714285714,5.142857143,0,2.857142857,3.142857143,3.285714286,4,1,40, , , ,0,0,2.166666667,0,0,0,0, ,7:41:00,7:20:00,7:08:00,6:46:00,8:45:00,8:28:00,1.833333333,1,0,0.833333333,1.285714286,1,1,0.857142857,0.857142857,1.142857143,1.714285714,2.285714286,1.714285714,0.75,1.25,1.666666667,1.75,1,1.5,0.75,1.222222222,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7, ,2,4,0,3.833333333,3,3.333333333,3,1,36.66666667, , , ,0,0,1.4,0,0,0,0, ,7:25:00,7:15:00,7:51:00,7:41:00,6:53:00,6:41:00,2.2,1,1.2,1.2,1.666666667,1.333333333,1.833333333,1.2,1,1.6,1.666666667,3.5,1.833333333,3,0.75,1,1.25,1.5,1.25,1.5,1.391304348,1,1,1,1,1,1,999,1,1,1,1,1,1,999,6,6
215, ,2.666666667,6,0,3.333333333,2.5,2.666666667,3.833333333,2.166666667,28.33333333, ,15,53.57142857,0,0,0.857142857,0,0,0,0, ,8:38:00,8:31:00,8:42:00,8:32:00,8:30:00,8:30:00,1,0.428571429,0.285714286,0.333333333,0.166666667,2.333333333,0.571428571,0.571428571,2,0.5,1.333333333,2.333333333,0.5,0.75,0,0,0.5,1,0.5,0.461538462,999,1,1,0,0,0,0,999,1,0,0,0,0,0,2,1, ,2.428571429,6.428571429,0,2.714285714,3.142857143,2.428571429,4.285714286,1.571428571,22.85714286, ,14,50,0,0,0.571428571,0,0,0,0, ,7:45:00,7:37:00,7:33:00,7:24:00,8:15:00,8:12:00,0.714285714,0,0,1.142857143,0,0,1.571428571,0.285714286,0.142857143,1.285714286,0.142857143,1,1.714285714,0,0,0,0,0.25,0.5,0,0.107142857,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1, ,1.857142857,6,0,2.714285714,4,2.857142857,4,2,38.57142857, ,13,46.42857143,0,0,0.714285714,0,0,0,0, ,7:21:00,7:12:00,6:56:00,6:50:00,9:02:00,9:02:00,1.285714286,0.285714286,0.714285714,1.285714286,0.857142857,0.857142857,1.285714286,0.666666667,0.5,1.333333333,0.428571429,2.285714286,1.714285714,0.5,0.75,0.25,0.5,0.5,0.666666667,0.75,0.555555556,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2
282, ,1.666666667,5.5,0,2,3.333333333,3,3.333333333,1,21.66666667, ,16,57.14285714,1,3.571428571,2.142857143,0,0,0,0, ,9:03:00,8:31:00,8:17:00,7:41:00,11:00:00,10:37:00,2,1,1,1,0.333333333,1.666666667,0.833333333,0.666666667,1.833333333,1.166666667,1.166666667,1.833333333,1,1.5,0.75,1,0.75,1.5,0.5,1,999,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0, ,0.75,6.25,0,2.5,3.25,3.25,3.5,1.25,5, , , ,1,3.571428571,1.833333333,0,0,0,0, ,8:24:00,7:52:00,8:17:00,7:48:00,9:00:00,8:15:00,2.166666667,0.166666667,0.5,1.166666667,0.333333333,0.666666667,0.666666667,0.8,1.2,1,0.75,1.75,1.25,0.5,0,0.666666667,0,0.5,0.75,0.5,0.5,0,999,1,1,999,0,999,1,999,1,1,999,0,999, , , ,1,6,0,2,4,3,3,1,10, , , ,1,3.571428571,2,0,0,0,0, ,8:20:00,7:25:00,8:20:00,7:25:00,6:00:00,5:45:00,3.25,1.75,1.5,0.75,2,3,2,2,1.666666667,1,1.5,4,0.5,2.5,1.5,2,2,0,1,3,1.8,999,999,999,999,0,999,0,999,999,999,999,0,999,0, , 
120, ,2.714285714,6,0,1.714285714,2.571428571,3,3.857142857,2.428571429,27.14285714, , , ,1,3.571428571,1.833333333,0,0,0,0, ,8:44:00,8:29:00,8:23:00,8:11:00,10:30:00,10:00:00,1.666666667,0,0,0.571428571,0,2.428571429,0,0,2.857142857,0,1,3,0.5,0,0,0.666666667,0,0,0,0.148148148,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2, ,2.833333333,5.833333333,1,2.833333333,4,4,4,1.666666667,5, ,7,25,0,0,1,0,0,0,0, ,8:24:00,8:06:00,8:12:00,7:50:00,8:55:00,8:47:00,1.428571429,0,0,2,0,0,3,0,0,2.428571429,0,1.5,2.833333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,0,0,0,0,0,999,1,1, ,2.4,5,0,3.8,4,4,3.2,2.8,12, , , ,2,7.142857143,2,1,0,0,0, ,8:10:00,7:57:00,7:39:00,7:24:00,9:45:00,9:35:00,2,0,0,2.666666667,0.285714286,0,2.714285714,0,0.285714286,2.571428571,0.4,1,2.4,0,0.75,0,0,0,0,0.25,0.16,1,0,999,999,1,1,1,1,0,999,999,1,1,1,4,4
163, ,1.8,4.8,0,3.4,4.8,4.6,3.6,1,34, ,11,39.28571429,1,3.571428571,2.166666667,0,0,0,0, ,8:35:00,8:25:00,8:24:00,8:13:00,9:30:00,9:25:00,1.5,0.571428571,0.833333333,0.833333333,0.666666667,1.666666667,0.833333333,1.166666667,1.833333333,0.6,1.8,2.4,1,0.25,0.25,0.666666667,1,0.666666667,1.25,0.708333333,999,1,1,999,0,1,1,999,1,1,999,0,1,1,4,4, ,1.428571429,4.142857143,0,3.857142857,4.142857143,4,3.142857143,1,0, ,13,46.42857143,0,0,2.142857143,0,0,0,0, ,8:05:00,7:50:00,7:14:00,6:59:00,10:15:00,10:00:00,1.714285714,1.285714286,1.428571429,0.857142857,0.833333333,1.166666667,0.833333333,1.285714286,1.142857143,1,1.428571429,2.571428571,1.142857143,0.25,1,1.5,1.25,1.666666667,1.25,1.75,1.222222222,0,0,1,1,1,1,1,1,0,1,1,1,1,1,5,6, ,1.428571429,4.142857143,0,3.571428571,4,4.142857143,3.428571429,1,0, ,14,50,0,0,2.285714286,0,0,0,0, ,8:07:00,7:54:00,7:22:00,7:10:00,11:30:00,11:30:00,1.428571429,1.142857143,1.142857143,1.428571429,1,1.428571429,1.142857143,1,0.857142857,1.285714286,1.428571429,2.428571429,1.428571429,1,1,1,1,1.5,1.25,1.25,1.142857143,1,1,0,0,1,1,1,1,1,0,1,1,1,1,5,6
312, ,1.5,4,0,1.75,2.25,2.25,2.5,3,50, , , ,0,0,1.4,1,0,0,0, ,8:26:00,8:23:00,8:03:00,7:59:00,9:00:00,9:00:00,1.4,0.833333333,1.4,2,1.6,1.4,0.8,1.6,2.4,0.75,3.75,2,3,0.25,1,0.5,1.5,2,0.5,1.1,999,1,0,999,999,0,1,999,1,1,999,999,0,0, , , ,1.666666667,4.666666667,0,2.666666667,3,3,3,3,20, , , , , ,1,0,0,0,0, ,11:00:00,11:00:00,11:00:00,11:00:00, , ,2,2,2,2,1,1.333333333,1,0,0,0,1.666666667,3,1.333333333,0.5,0,1, , ,2,2,1.111111111,1,999,999,999,999,0,1,0,999,999,999,999,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
357, ,1,5,0,4.333333333,3.333333333,1.666666667,3.666666667,1,90, , , , , ,1,0,0,0,0, ,8:30:00,8:20:00,8:30:00,8:20:00, , ,2.666666667,1.333333333,0.333333333,1.5,1,1,2.333333333,1.666666667,0.666666667,1,2.333333333,1, , ,1.666666667,2,1,1,1.666666667,1.538461538,999,999,999,1,1,0,999,999,999,999,1,1,0,999, , , ,2.5,4,0,4.5,3.666666667,3.333333333,2.833333333,1,70, , , ,0,0,0.833333333,0,0,0,0, ,8:00:00,7:35:00,7:54:00,7:30:00,8:30:00,8:00:00,1.5,0.333333333,0.333333333,1,0.666666667,0.333333333,0.833333333,1,1.166666667,1,0.833333333,2.166666667,0.833333333,0.333333333,0.5,0.333333333,0.75,1,1,1,0.708333333,0,1,999,1,1,1,0,1,1,999,1,1,1,0,4,5, ,2,4.25,0,4.75,3.25,3.25,3,1,30, , , ,0,0,0.833333333,0,0,0,0, ,8:37:00,8:01:00,9:01:00,8:16:00,8:00:00,8:00:00,1.833333333,1.833333333,1.166666667,1,1.714285714,1,1,1.4,1,1,1.5,2,1,2,1.5,2,2,1.75,1.333333333,1.25,1.636363636,1,0,999,999,0,999,0,1,0,999,999,0,999,1, , 
167, ,2.166666667,6.333333333,0,2.833333333,2.5,1.833333333,3.666666667,1.166666667,65, ,18,64.28571429,0,0,0.714285714,0,2,0,0, ,8:33:00,8:20:00,8:23:00,8:10:00,9:00:00,8:45:00,1.714285714,0.857142857,1,1,0.714285714,2.571428571,1.142857143,1.142857143,1.857142857,0.333333333,1.666666667,2.666666667,1,1.75,0.5,0.75,1,0.75,0.25,0.851851852,999,1,1,1,1,1,1,999,1,1,1,1,1,1,6,6, ,2,4.5,0,2.5,2.666666667,2.5,3.5,1.666666667,41.66666667, ,7,25,0,0,0.428571429,0,1,0,0, ,10:10:00,9:57:00,10:45:00,10:38:00,8:45:00,8:15:00,1,0.428571429,0.428571429,1.142857143,0.571428571,0.285714286,1.285714286,0.142857143,0.142857143,1.714285714,0.5,1.166666667,2,0,0.25,0.5,0,0,1.5,0.5,0.407407407,0,1,1,1,999,1,1,1,1,1,1,999,1,1,5,6, ,1.571428571,4,0,2.857142857,2.571428571,2.428571429,3.142857143,1.428571429,60, ,7,25,0,0,0.428571429,0,0,0,0, ,8:52:00,8:23:00,8:55:00,8:33:00,9:17:00,9:12:00,1.714285714,0.571428571,0.571428571,1.75,0.571428571,0.857142857,1.25,0.714285714,0.428571429,2,0.714285714,1.714285714,1.6,0.5,0.25,0.25,0,1,1.5,1,0.642857143,1,1,1,0,0,1,1,1,1,1,0,0,1,1,5,5
164, ,2.833333333,7,0,3.333333333,4.666666667,4,3,1.5,86.66666667, ,5,17.85714286,1,3.571428571,1.5,0,0,0,0, ,8:30:00,8:19:00,7:52:00,7:37:00,9:47:00,9:42:00,1.5,0.857142857,1,1,1.166666667,2.333333333,1.2,1.4,2,1.666666667,2.666666667,2.166666667,0.5,1.25,0.75,1.5,1,1.5,1.333333333,1.166666667,999,0,1,1,0,0,0,999,0,1,1,0,0,0,2,2, ,2.714285714,6.571428571,0,4.428571429,4.857142857,5,3.142857143,1.142857143,92.85714286, ,7,25,0,0,2.571428571,0,0,0,0, ,7:26:00,7:26:00,7:04:00,7:04:00,8:22:00,8:22:00,2.142857143,1.571428571,1.428571429,1.571428571,1.428571429,1.571428571,1.714285714,1.857142857,1.571428571,1.571428571,1.857142857,3,2.285714286,0.5,1,2,2,2,1.75,2.5,1.678571429,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1, ,2.714285714,6.857142857,0,4.571428571,4.857142857,5,2.285714286,3,37.14285714, , , , , ,1.833333333,0,0,0,0, ,7:35:00,7:22:00,7:22:00,7:11:00,8:30:00,8:07:00,2.333333333,1.833333333,2.333333333,2,2,1.8,2,2,2.142857143,2,2.285714286,3.714285714,1.571428571,2,2,2,1.75,2,2,2.666666667,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196, ,1.833333333,6.166666667,0,1.5,1.5,2.833333333,3.166666667,1.166666667,13.33333333, ,1,3.571428571,1,3.571428571,2.333333333,1,0,0,1, ,9:21:00,8:13:00,9:25:00,7:56:00,9:13:00,8:46:00,0.833333333,0,0.166666667,0.333333333,0.333333333,2.333333333,0.166666667,1,2.666666667,0.166666667,1.666666667,1.833333333,0.333333333,0,0.75,0,0,0,0,0.16,999,1,0,0,0,0,0,999,1,0,0,0,0,0,1,1, ,0.5,5.833333333,0,1.333333333,2,1.833333333,4.166666667,1.666666667,0, , , ,0,0,0.5,0,0,0,0, ,9:51:00,8:49:00,10:21:00,9:05:00,8:20:00,8:00:00,0.5,0.2,0.25,0.75,0.428571429,0.285714286,0.857142857,0.4,0.4,0.8,1,1.333333333,1,0.25,0.5,0.666666667,0.5,1,0.666666667,0,0.52173913,1,0,0,0,0,0,999,0,1,1,0,0,0,999,1,2, ,1.4,6.8,0,1.6,2.8,3,3.2,1.8,2, ,6,21.42857143,0,0,2.142857143,1,0,0,1, ,8:02:00,7:43:00,7:43:00,7:20:00,9:32:00,9:22:00,1.285714286,0.571428571,0.285714286,3,0.4,0.2,2.8,0.571428571,0.142857143,2.714285714,0.4,1,3.4,2.5,0.666666667,0,0,0,0,0,0.5,0,0,999,0,999,0,0,0,0,999,0,999,0,0,0,0
124, ,1.666666667,5.833333333,0,2.166666667,2.333333333,2.333333333,3.333333333,1,28.33333333, ,6,21.42857143,1,3.571428571,1.857142857,1,0,0,0, ,8:21:00,8:11:00,7:48:00,7:40:00,9:45:00,9:30:00,1.142857143,0.571428571,0.857142857,0.428571429,1.285714286,2.714285714,1.142857143,0.571428571,3,0.833333333,1.5,2.833333333,1.333333333,0,0.5,1,0.75,0.75,1,0.740740741,999,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0, ,1,6,0,1.5,2,2.5,3,1,30, , , ,1,3.571428571,1.6,2,0,0,0, ,8:07:00,8:00:00,7:05:00,6:56:00,9:40:00,9:36:00,1.2,0,0.2,2.8,0.4,0.4,2.2,0.25,0.25,2.75,0.5,1.75,3.5,0,0,0.5,0.5,0.5, , ,0.277777778,1,0,1,1,999,999,999,1,0,0,0,999,999,999, , , ,2.166666667,5.833333333,0,2,2.5,2.333333333,3.333333333,1.5,55, ,9,32.14285714,0,0,1.428571429,1,1,0,0, ,8:04:00,7:58:00,7:26:00,7:21:00,9:47:00,9:42:00,1.428571429,0.714285714,0.857142857,2.428571429,1,1,2.666666667,1,1.142857143,2.714285714,1,2,3,1.25,1,0.75,1,0.75,1,0.666666667,0.923076923,1,1,0,0,0,0,999,0,0,0,0,0,0,999,2,0
188, ,1,4.25,1,3,3.5,3.5,3.25,2.75,40, , , ,0,0,1.6,0,0,0,0, ,8:24:00,8:11:00,7:38:00,7:23:00,9:33:00,9:22:00,1.5,1.6,1.75,1.6,1.6,1,2.25,1.25,0.5,1.75,2.75,1, ,1.666666667,1.25,3,2,2,1.5,1.777777778,999,1,0,999,0,999,0,999,0,0,999,0,999,0, , , ,0,1,0,5,4,3,3,4,0, , , , , , , , , , , , , , , , , , , , , , , , ,3.5,3.5,0,3,6,0,3,3, ,4, , , ,3.333333333,1,999,999,999,999,999,999,1,999,999,999,999,999,999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
