SubjectID,WEEK1_EMA_EVENING,WEEK1_PRODUCTIVE,WEEK1_BELONGING,WEEK1_DISCRIMINATION,WEEK1_EMO_DRAINED,WEEK1_TALKSTRESS,WEEK1_LITTLESLEEP,WEEK1_PROFCARES,WEEK1_HOMESICK,WEEK1_EXERCISE,WEEK1_EMA_MORNING,WEEK1_ACTIVITY_ACADEMIC,WEEK1_ACADEMIC_percentage,WEEK1_ACTIVITY_PERSONAL,WEEK1_PERSONAL_percentage,WEEK1_TIRED_AM,WEEK1_DRINK,WEEK1_DRUGS,WEEK1_drinkdrugs_alone,WEEK1_negative_cons,WEEK1_SLEEP,WEEK1_HrsBed_Avg,WEEK1_HrsAsleep_Avg,WEEK1_HrsBed_Weekday_Avg,WEEK1_HrsAsleep_Weekday_Avg,WEEK1_HrsBed_Weekend_Avg,WEEK1_HrsAsleep_Weekend_Avg,WEEK1_TODAY_STRESSFUL,WEEK1_M_STRESS,WEEK1_M_CONTROL,WEEK1_A1_STRESS,WEEK1_A1_CONTROL,WEEK1_A1_SUCCESS_COPING,WEEK1_A2_STRESS,WEEK1_A2_CONTROL,WEEK1_A2_SUCCESS_COPING,WEEK1_E_STRESS,WEEK1_E_CONTROL,WEEK1_E_SUCCESS_COPING,D1_W1_Stress,D2_W1_Stress,D3_W1_Stress,D4_W1_Stress,D5_W1_Stress,D6_W1_Stress,D7_W1_Stress,WEEK1_STRESS,D1_W1_GaveSupport,D2_W1_GaveSupport,D3_W1_GaveSupport,D4_W1_GaveSupport,D5_W1_GaveSupport,D6_W1_GaveSupport,D7_W1_GaveSupport,D1_W1_ReceivedSupport,D2_W1_ReceivedSupport,D3_W1_ReceivedSupport,D4_W1_ReceivedSupport,D5_W1_ReceivedSupport,D6_W1_ReceivedSupport,D7_W1_ReceivedSupport,WEEK1_GaveSupport,WEEK1_ReceivedSupport,WEEK2,WEEK2_PRODUCTIVE,WEEK2_BELONGING,WEEK2_DISCRIMINATION,WEEK2_EMO_DRAINED,WEEK2_TALKSTRESS,WEEK2_LITTLESLEEP,WEEK2_PROFCARES,WEEK2_HOMESICK,WEEK2_EXERCISE,WEEK_2_EMA_MORNING,WEEK2_ACTIVITY_ACADEMIC,WEEK2_ACADEMIC_percentage,WEEK2_ACTIVITY_PERSONAL,WEEK2_PERSONAL_percentage,WEEK2_TIRED_AM,WEEK2_DRINK,WEEK2_DRUGS,WEEK2_drinkdrugs_alone,WEEK2_negative_cons,WEEK2_SLEEP,WEEK2_HrsBed_Avg,WEEK2_HrsAsleep_Avg,WEEK2_HrsBed_Weekday_avg,WEEK2_HrsAsleep_Weekday_avg,WEEK2_HrsBed_Weekend_avg,WEEK2_HrsAsleep_Weekend_avg,WEEK2_TODAY_STRESSFUL,WEEK2_M_STRESS,WEEK2_M_CONTROL,WEEK2_M_SUCCESS_COPING,WEEK2_A1_STRESS,WEEK2_A1_CONTROL,WEEK2_A1_SUCCESS_COPING,WEEK2_A2_STRESS,WEEK2_A2_CONTROL,WEEK2_A2_SUCCESS_COPING,WEEK2_E_STRESS,WEEK2_E_CONTROL,WEEK2_E_SUCCESS_COPING,D1_W2_Stress,D2_W2_Stress,D3_W2_Stress,D4_W2_Stress,D5_W2_Stress,D6_W2_Stress,D7_W2_Stress,WEEK2_STRESS,D1_W2_GaveSupport,D2_W2_GaveSupport,D3_W2_GaveSupport,D4_W2_GaveSupport,D5_W2_GaveSupport,D6_W2_GaveSupport,D7_W2_GaveSupport,D1_W2_ReceivedSupport,D2_W2_ReceivedSupport,D3_W2_ReceivedSupport,D4_W2_ReceivedSupport,D5_W2_ReceivedSupport,D6_W2_ReceivedSupport,D7_W2_ReceivedSupport,WEEK2_GaveSupport,WEEK2_ReceivedSupport,WEEK3,WEEK3_PRODUCTIVE,WEEK3_BELONGING,WEEK3_DISCRIMINATION,WEEK3_EMO_DRAINED,WEEK3_TALKSTRESS,WEEK3_LITTLESLEEP,WEEK3_PROFCARES,WEEK3_HOMESICK,WEEK3_EXERCISE,EMA_MORNING,WEEK3_ACTIVITY_ACADEMIC,WEEK3_ACADEMIC_percentage,WEEK3_ACTIVITY_PERSONAL,WEEK3_PERSONAL_percentage,WEEK3_TIRED_AM,WEEK3_DRINK,WEEK3_DRUGS,WEEK3_drinkdrugs_alone,WEEK3_negative_cons,WEEK3_SLEEP,WEEK3_HrsBed_avg,WEEK3_HrsAsleep_avg,WEEK3_HrsBed_Weekday_avg,WEEK3_HrsAsleep_Weekday_avg,WEEK3_HrsBed_Weekend_avg,WEEK3_HrsAsleep_Weekend_avg,WEEK3_TODAY_STRESSFUL,WEEK3_M_STRESS,WEEK3_M_CONTROL,WEEK3_M_SUCCESS_COPING,WEEK3_A1_STRESS,WEEK3_A1_CONTROL,WEEK3_A1_SUCCESS_COPING,WEEK3_A2_STRESS,WEEK3_A2_CONTROL,WEEK3_A2_SUCCESS_COPING,WEEK3_E_STRESS,WEEK3_E_CONTROL,WEEK3_E_SUCCESS_COPING,D1_W3_Stress,D2_W3_Stress,D3_W3_Stress,D4_W3_Stress,D5_W3_Stress,D6_W3_Stress,D7_W3_Stress,WEEK3_STRESS,D1_W3_GaveSupport,D2_W3_GaveSupport,D3_W3_GaveSupport,D4_W3_GaveSupport,D5_W3_GaveSupport,D6_W3_GaveSupport,D7_W3_GaveSupport,D1_W3_ReceivedSupport,D2_W3_ReceivedSupport,D3_W3_ReceivedSupport,D4_W3_ReceivedSupport,D5_W3_ReceivedSupport,D6_W3_ReceivedSupport,D7_W3_ReceivedSupport,WEEK3_GaveSupport,WEEK3_ReceivedSupport
144, ,3,7,0,1.8,2.6,2.8,4.6,1,58, ,2,7.142857143,0,0,0.857142857,0,0,0,0, ,8:21:00,8:03:00,8:12:00,7:56:00,8:45:00,8:22:00,0,0,0,0,0,3.833333333,0,0,4,0,1,4,0,0,0,0,0,0,0,0,999,0,0,999,0,0,0,999,0,0,999,0,0,0,0,0, ,2.8,7,0,1.4,2.6,2.2,5,1,12, ,0,0,0,0,0,0,0,0,0, ,8:53:00,8:42:00,8:45:00,8:32:00,9:15:00,9:07:00,0.142857143,0,0,3.571428571,0,0,3.428571429,0,0,3.571428571,0,0.8,3.8,0,0,0,0,0,0,0,0,1,0,0,999,1,999,0,1,0,0,999,0,999,0,2,1, ,3.142857143,7,0,1.714285714,4,3.857142857,4.142857143,1.285714286,40, ,0,0,0,0,1.285714286,2,0,0,0, ,7:15:00,6:57:00,7:19:00,6:59:00,6:00:00,5:45:00,0.428571429,0,0,4,0,0,4,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166, ,1,5.166666667,0,1.333333333,1.5,1.166666667,3.666666667,1,38.33333333, ,5,17.85714286,1,3.571428571,1.857142857,0,0,0,0, ,6:54:00,8:01:00,6:38:00,8:25:00,7:32:00,7:00:00,1.428571429,0.571428571,0,0.333333333,0,2.5,0.333333333,0.166666667,2.666666667,0.333333333,1,2.666666667,0.5,0.75,0,0,1,0.25,0.333333333,0.4,999,0,1,1,0,0,1,999,1,1,1,0,0,0,3,3, ,0.75,2.75,0,2,1,1.75,4.5,1.25,12.5, , , ,0,0,0.8,0,0,0,0, ,6:41:00,6:27:00,6:13:00,5:58:00,7:22:00,7:10:00,1.75,1.166666667,0.5,0.5,0.428571429,0.285714286,2.142857143,0.333333333,0.333333333,1.333333333,1,2,1.5,0.75,1.333333333,1.333333333,0,1,0,1,0.75,1,0,999,1,999,0,999,0,0,999,1,999,1,999, , , ,0.5,4.75,0,1.25,1.75,2.75,3.75,1.5,10, , , , , ,2.5,0,0,0,0, ,4:43:00,4:05:00,7:05:00,6:07:00, , ,2,1,2.5,0.5,1,0.5,2,0,0,2.8,0,1.5,3,0,1,0.666666667,0,0,0,2,0.4,0,999,0,1,999,0,999,0,999,1,1,999,0,999, , 
143, ,1.5,6.166666667,0,1.5,2.166666667,2.166666667,3.333333333,1,81.66666667, , , ,1,3.571428571,1.5,0,0,0,0, ,8:10:00,8:00:00,7:53:00,7:46:00,8:45:00,8:27:00,0.5,0.166666667,0.333333333,0,0.285714286,2.857142857,0,0.166666667,3.5,0,1,2.666666667,0,0,0,0,0,0.25,0,0.04,999,1,0,0,0,0,0,999,0,0,0,0,0,0,1,0, ,1.8,6,0,1.6,2.6,2.8,3.2,1.2,12, ,7,25,0,0,1.142857143,4,0,0,0, ,8:00:00,7:55:00,8:00:00,7:55:00,8:00:00,7:55:00,0.714285714,0,0,3.285714286,0,0,3.166666667,0.142857143,0,3.142857143,0.2,1,3.4,0,0.25,0,0,0,0.25,0,0.08,1,1,1,999,0,0,999,0,0,0,999,0,0,999,3,0, ,1.714285714,5.714285714,0,1.428571429,3.571428571,3.285714286,2.714285714,1,21.42857143, ,12,42.85714286,0,0,1.142857143,2,0,0,1, ,8:21:00,8:22:00,8:11:00,8:13:00,7:50:00,7:50:00,1.142857143,0.142857143,0.428571429,2.285714286,0.142857143,0.428571429,2.285714286,0,0.333333333,2.833333333,0.142857143,1.142857143,2.571428571,0.75,0,0,0,0,0,0,0.111111111,1,0,0,1,0,1,1,1,0,0,0,0,0,0,4,1
332, ,0.833333333,4.333333333,0,2.666666667,2,2,3.5,1,20, ,10,35.71428571,1,3.571428571,1.428571429,0,0,0,0, ,8:26:00,7:58:00,8:29:00,7:52:00,8:20:00,8:15:00,1.285714286,0.142857143,0,0,0,0.857142857,0,0,0.714285714,0,1,1.166666667,0,0.25,0,0,0,0,0,0.037037037,999,0,0,0,0,0,0,999,0,0,0,0,1,0,0,1, ,2,4,0,3.4,2.2,2,3.4,1,18, ,8,28.57142857,0,0,2,0,0,0,0, ,7:16:00,7:05:00,7:56:00,7:41:00,5:37:00,5:37:00,2.571428571,1.428571429,1.428571429,0.571428571,1.285714286,1.428571429,0.428571429,1.6,1.4,0.6,1.8,2.2,1,0.25,2.75,1.666666667,1.666666667,0.5,1.666666667,2.333333333,1.5,1,0,0,0,0,999,999,1,0,1,0,1,999,999,1,3, ,0.6,4,0,2.8,2.4,2,3,1,44, , , ,1,3.571428571,2.166666667,0,0,0,0, ,7:54:00,7:28:00,8:42:00,8:18:00,8:00:00,7:50:00,1.333333333,0,0,0.833333333,0,0.142857143,0.285714286,0.285714286,0.285714286,0.714285714,0,1,1,0,0,0,0,0,0,0.5,0.08,0,0,0,0,999,999,0,0,0,0,0,999,999,0,0,0
310, ,2.25,5.25,0,2,2.75,2.5,3.5,2.75,35, , , ,0,0,1.5,0,0,0,0, ,7:58:00,7:57:00,7:28:00,7:26:00,9:30:00,9:30:00,0.25,0.25,0,0,0,2,0.25,0.25,2.5,0.5,1.25,1.75,0.5,0.25,0,0,0.5,0,0.5,0.266666667,999,1,999,999,0,1,1,999,1,999,999,0,1,1, , , ,1.666666667,5,0,2.666666667,4,4.333333333,4,2.333333333,13.33333333, , , ,0,0,1.2,0,0,0,0, ,6:39:00,6:39:00,6:49:00,6:49:00,6:00:00,6:00:00,1.2,0.333333333,0.6,1.8,0,0.5,2,0,0,2,0,1.333333333,1.333333333,0,0,0,0,0,0.5,1,0.166666667,0,999,1,999,999,1,999,1,999,1,999,999,1,999, , , ,1.75,4.5,0,3.25,3.5,3.75,3.25,2.25,7.5, , , , , ,1.5,0,0,0,0, ,6:22:00,5:56:00,6:45:00,6:23:00,9:00:00,8:45:00,1.25,1.25,0.5,1,0.8,1,1.6,1.142857143,1,1.857142857,1,2.25,1.25,1.25,1,1,1,1,1,1,1.05,1,999,1,1,1,999,999,1,999,1,1,1,999,999, , 
241, ,1.285714286,3.142857143,1,3.428571429,2.857142857,2.714285714,3.857142857,1,25.71428571, ,6,21.42857143,0,0,1.833333333,1,0,0,0, ,8:03:00,7:54:00,8:08:00,7:57:00,7:40:00,7:40:00,1.833333333,1,0.5,0.5,0.5,1.4,1.5,0.833333333,1.666666667,1.142857143,1.428571429,1.285714286,2,1.5,1,0,0.333333333,1.666666667,0.75,1.038461538,1,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3, ,1.142857143,5.428571429,0,3.142857143,3.714285714,2.142857143,4.142857143,1.142857143,17.14285714, , , ,0,0,2.833333333,1,0,0,1, ,7:42:00,8:17:00,8:06:00,7:58:00,6:55:00,9:30:00,1.5,0.5,0.5,1.333333333,0.666666667,0,1,0,0.2,1.6,0.714285714,1.714285714,1,0,0.25,0.666666667,1.75,0,0,0.666666667,0.5,1,0,1,0,0,0,0,1,0,0,1,1,1,0,2,4, ,0.714285714,6.142857143,1,3.571428571,4.142857143,3.571428571,2.571428571,1.142857143,15.71428571, ,6,21.42857143,0,0,3.142857143,2,0,0,1, ,6:08:00,6:08:00,5:18:00,5:18:00,8:30:00,8:30:00,2.571428571,1.428571429,0.571428571,1.571428571,0.8,1.2,1.8,1,0.5,1.166666667,1.285714286,2.571428571,0.166666667,1.25,1.666666667,0.666666667,0.25,0.5,1.5,2.666666667,1.16,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,4
218, ,2.5,6,0,3.5,3.166666667,3.166666667,4.166666667,1.833333333,23.33333333, ,5,17.85714286,0,0,1.285714286,1,0,0,0, ,8:09:00,7:54:00,8:13:00,8:06:00,8:00:00,7:25:00,1.142857143,0.142857143,0.142857143,0.142857143,0,1.857142857,0,0,2.166666667,0.166666667,1,3.166666667,0.5,0.5,0,0,0,0,0,0.115384615,999,1,1,0,0,1,1,999,1,1,0,0,1,1,4,4, ,2.142857143,5.142857143,0,4.142857143,3.428571429,2.857142857,3.857142857,1.571428571,31.42857143, ,6,21.42857143,0,0,1.285714286,1,0,0,0, ,7:35:00,7:08:00,7:49:00,7:18:00,7:00:00,6:45:00,0.714285714,0,0,2,0,0,1.714285714,0,0,1.714285714,0,0.857142857,1.571428571,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1, ,1.166666667,5.166666667,0,4.666666667,3.666666667,4.333333333,3.166666667,1,56.66666667, ,7,25,0,0,2,1,0,0,0, ,7:11:00,6:53:00,6:46:00,6:31:00,7:30:00,7:13:00,2.714285714,0.428571429,0,1.142857143,0.857142857,0,1.285714286,0.571428571,0,1.428571429,1.166666667,1,1,0.25,0.75,0.333333333,0.75,1.5,0.75,0.75,0.740740741,0,0,999,1,0,1,0,1,0,999,1,0,0,0,2,2
134, ,0,3.75,0,2,2.5,2.75,2.5,1.75,0, , , ,1,3.571428571,1.5,3,1,1,1, ,8:15:00,7:53:00,10:16:00,9:50:00,4:15:00,4:00:00,1.166666667,0.333333333,1.666666667,1.4,1,1.2,1.333333333,1.333333333,1,0,2.25,1.5,2,1,0.75,0.5,0.5,0.666666667,0.333333333,0.722222222,999,999,0,999,0,0,0,999,999,0,999,0,0,0, , , ,0,5,0,1,4,4,2,1,0, , , , , ,3,1,0,0,0, ,3:45:00,3:37:00, , ,3:45:00,3:37:00,1,0,0,0, , , ,0,0,0,0,1,0,0, , , ,0, , ,0,999,999,999,999,1,999,999,999,999,999,999,1,999,999, , , , , , , , , , , , , , , , , ,3,1,0,0,0, ,8:30:00,8:00:00, , ,8:30:00,8:00:00,2,2,1,1, , , ,1,3,1, , , , , , ,2, ,1, ,1.5,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
198, ,2.5,4.333333333,0,2.666666667,2.833333333,2.666666667,3,1.833333333,70, ,12,42.85714286,0,0,1.285714286,2,0,0,0, ,8:15:00,7:53:00,8:16:00,7:51:00,8:15:00,8:00:00,0.857142857,0,0,0,0,2,0,0,2,0.166666667,1,2,0,0,0,0,0.25,0,0,0.037037037,999,0,0,0,1,0,0,999,0,0,0,0,0,0,1,0, ,1.428571429,4,0,3,2.857142857,3,3.285714286,2.285714286,72.85714286, ,15,53.57142857,1,3.571428571,1.285714286,0,0,0,0, ,8:00:00,7:33:00,8:10:00,7:48:00,7:35:00,6:57:00,1,0.142857143,0,0.857142857,0.285714286,0.428571429,0.714285714,0,0.142857143,0.857142857,0.285714286,0.857142857,1.142857143,0,0.25,0.25,0.25,0.25,0.25,0,0.178571429,1,0,0,1,0,0,1,0,0,0,1,1,0,1,3,3, ,1,4,0,3,3,3,3,3.428571429,52.85714286, ,14,50,1,3.571428571,1.142857143,2,0,0,0, ,7:49:00,7:27:00,7:25:00,7:05:00,10:05:00,9:35:00,1.142857143,0,0,2,0,0,1.166666667,0,0,1.428571429,0.142857143,1,1.285714286,0,0,0,0,0,0,0.25,0.037037037,0,0,1,1,1,1,0,0,0,0,0,1,1,1,4,3
267, ,2.333333333,6,0,2.5,2.166666667,1.5,4,1,35, ,10,35.71428571,1,3.571428571,2.285714286,0,0,0,0, ,8:08:00,7:52:00,7:54:00,7:39:00,8:45:00,8:22:00,2,0,0.285714286,0.142857143,0.142857143,2.142857143,0.142857143,0,1.571428571,0.166666667,1,2.166666667,0.75,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,999,0,0,0,0,0,0,999,0,0, ,2.142857143,5.714285714,0,2.857142857,2.285714286,2.285714286,4,1.571428571,40, ,12,42.85714286,0,0,1.857142857,0,0,0,0, ,7:43:00,7:30:00,7:25:00,7:07:00,8:30:00,8:30:00,1.428571429,0,0,1.571428571,0,0.285714286,1.428571429,0.571428571,0.428571429,1.428571429,0,1,2,0.25,0.75,0,0,0,0,0,0.142857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1, ,1.142857143,4.714285714,0,3.428571429,3,2.857142857,3.142857143,3.285714286,0, ,8,28.57142857,0,0,2.142857143,0,0,0,0, ,6:41:00,6:22:00,6:41:00,6:20:00,7:52:00,7:37:00,2.285714286,0.571428571,0.428571429,1,0.428571429,0.428571429,0.857142857,0.857142857,0.714285714,1.285714286,0.571428571,1.428571429,1.285714286,2.25,0,0,0,0.25,0,1.75,0.607142857,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
298, ,1.75,6.25,0,2.25,3,4,3.25,1,20, ,4,14.28571429,0,0,1.571428571,0,0,0,0, ,8:04:00,7:50:00,7:56:00,7:39:00,8:26:00,8:20:00,1.285714286,0.857142857,0.857142857,0.5,0.666666667,3.166666667,0.666666667,0.5,3.333333333,0.25,1.5,3.5,0.5,0.75,0,1,0.666666667,1,0.333333333,0.608695652,999,1,1,1,999,999,1,999,1,1,1,999,999,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,999,999,999,999,999,999,999,999,999,999,999,999,999,999, , 
201, ,1.2,1.4,0,2,2.2,1.2,1.4,1,92, , , , , ,1.5,0,0,0,0, ,8:01:00,7:49:00,7:59:00,7:48:00,8:05:00,7:50:00,0.666666667,1,0.5,2,0.833333333,2.333333333,1.666666667,1,2.666666667,2,1.8,2.2,2,2,1.333333333,2,1.75,1.25,1.666666667,1.65,999,0,0,999,1,0,0,999,0,0,999,1,0,0,1,1, ,0.25,1.25,1,1.75,2.25,2.75,2.25,1.5,22.5, ,12,42.85714286,0,0,1.142857143,0,0,0,0, ,8:11:00,8:01:00,7:48:00,7:40:00,9:09:00,8:56:00,1.142857143,0.571428571,0.285714286,0.714285714,0.2,0,1.4,0.5,0.166666667,1.166666667,0.75,1,2,0.333333333,0,0,1.25,0,0.666666667,1,0.5,1,0,999,0,999,1,999,1,0,999,1,999,1,999, , , ,1.166666667,2.166666667,0,3,3.166666667,2.833333333,2.833333333,2,6.666666667, ,14,50,1,3.571428571,1.571428571,0,0,0,0, ,6:56:00,6:46:00,6:59:00,6:49:00,7:09:00,7:02:00,1.571428571,0.857142857,1.142857143,1.285714286,1,1,1.5,1,1,2,1.166666667,1.333333333,1.666666667,0.25,1.25,0,1.666666667,1,1,2,1,1,0,1,999,0,0,0,1,0,1,999,1,0,0,2,3
281, ,0.6,1.4,0,3,3,2.2,3,4.4,34, , , , , ,1.25,0,0,0,0, ,8:11:00,7:48:00,7:28:00,7:18:00,10:20:00,9:20:00,2,2.25,2.75,2.4,2.8,2.2,2.25,2.5,2.25,2.6,4.4,2,2.666666667, ,2.5,2,3,2.25,2,2.388888889,999,999,1,1,1,1,1,999,999,1,1,1,1,1,5,5, ,0.5,1.666666667,0,3,3.166666667,3,2.833333333,3.333333333,1.666666667, , , ,1,3.571428571,1.666666667,0,0,0,0, ,7:20:00,7:17:00,6:55:00,6:50:00,8:12:00,8:12:00,2,2,2.333333333,2.833333333,1.833333333,2.166666667,2.5,2.2,2.6,2.4,2.166666667,4.5,2.333333333,1,1.333333333,2.333333333,2.25,2.5,2.5,2.25,2.043478261,1,999,0,0,0,0,0,1,999,0,0,0,0,0,1,1, ,0,1,0,4.5,4.5,4,3,5,0, , , ,0,0,2.2,1,0,0,0, ,6:58:00,6:38:00,6:40:00,6:27:00,8:00:00,7:00:00,3,3.4,3.2,2.6,3,3.166666667,2,2.333333333,3.333333333,1.5,2.5,6,2,2.333333333,2.333333333,1.666666667,2,4,3.666666667,4,2.842105263,999,999,1,999,999,0,999,999,999,1,999,999,0,999, , 
289, ,2,5,0,2.8,3.6,3.6,2.8,2,0, ,5,17.85714286,1,3.571428571,1,2,0,0,1, ,7:57:00,7:47:00,7:27:00,7:16:00,9:15:00,9:07:00,2,2,2.142857143,1.571428571,1.428571429,1,2.333333333,1.833333333,1.5,2.2,3.2,1.2,2,2.666666667,2,2,1,2.25,2.25,2,999,0,1,999,0,0,1,999,1,1,999,0,0,1,2,3, ,2,4,0,3,3.5,3.5,3.5,2.75,2.5, , , ,1,3.571428571,1,0,0,0,0, ,7:00:00,6:45:00,7:00:00,6:45:00, , ,1.666666667,2,1.666666667,1.666666667,1.2,1.2,1.6,1.8,2.6,2,2,3,2,0,1,2,2,2,2,3,1.705882353,999,0,1,0,999,0,999,999,0,1,0,999,0,999, , , ,1.666666667,4,0,3.666666667,3.333333333,4.166666667,3.333333333,2.333333333,3.333333333, , , ,1,3.571428571,2.75,0,0,0,0, ,5:55:00,5:37:00,6:13:00,5:58:00, , ,2.75,2,2.5,1.75,1.714285714,2.285714286,2.142857143,2,2,2.666666667,2,3,1.666666667,2,2,2,2,2,1.75,1.666666667,1.9,999,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0
136, ,2,6,0,3.666666667,3.5,4,3.833333333,1.333333333,106.6666667, ,13,46.42857143,0,0,2.285714286,0,0,0,0, ,7:59:00,7:47:00,8:07:00,7:52:00,7:41:00,7:36:00,1.857142857,2,1.857142857,2.166666667,2,1.833333333,2.142857143,2.285714286,1.857142857,2,3.166666667,1.666666667,1.5,2.5,2,2.25,2,2,2,2.076923077,999,0,1,1,1,1,1,999,0,1,1,1,1,1,5,5, ,1.714285714,6,0,4.142857143,4,4.142857143,4,1.285714286,50, ,13,46.42857143,0,0,1.571428571,1,0,0,0, ,7:31:00,7:25:00,7:34:00,7:33:00,7:20:00,6:50:00,1.285714286,1.571428571,1.428571429,1.571428571,1.428571429,1.428571429,1.285714286,1.666666667,1.666666667,1.333333333,1.857142857,2.857142857,1.428571429,0.25,1,2,2,2,2,2,1.62962963,0,1,1,0,1,1,1,1,1,1,0,1,1,1,5,6, ,1.714285714,6,0,3.857142857,4,4,4,1.285714286,47.14285714, ,14,50,2,7.142857143,1.857142857,1,0,0,0, ,7:21:00,7:08:00,7:42:00,7:30:00,6:15:00,6:00:00,1.857142857,1.714285714,1.714285714,1.428571429,1.714285714,1.714285714,1.571428571,1.571428571,1.714285714,1.571428571,1.857142857,3,1.571428571,2,2,2,1.25,1.5,1.5,1.75,1.714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7
347, ,1.666666667,5.333333333,0,2.666666667,3.333333333,3,3.166666667,2.666666667,31.66666667, ,5,17.85714286,1,3.571428571,1.857142857,1,1,0,0, ,8:20:00,7:46:00,8:29:00,7:44:00,8:00:00,7:52:00,1.285714286,0.142857143,0.571428571,0,0.5,2.833333333,0.333333333,1,3.166666667,0.166666667,1.5,3,0,0,0.25,0,0.25,0.25,0.333333333,0.16,999,1,0,1,0,1,1,999,1,0,0,0,1,0,4,2, ,1.857142857,4.714285714,0,3.857142857,4,3.714285714,2.714285714,2,27.14285714, ,15,53.57142857,1,3.571428571,1.714285714,0,0,0,0, ,8:17:00,7:57:00,8:38:00,8:12:00,7:27:00,7:20:00,1.428571429,0.714285714,0.571428571,1.428571429,0.666666667,0.666666667,0.833333333,1,0.6,1.8,1.142857143,1.571428571,2.285714286,0.333333333,0.25,1,1.25,1.333333333,1,1,0.88,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,2, ,2,5.285714286,0,2.571428571,4,3.285714286,3.285714286,1.857142857,22.85714286, ,10,35.71428571,1,3.571428571,2.142857143,0,0,0,0, ,8:31:00,8:15:00,8:29:00,8:12:00,8:52:00,8:30:00,1.857142857,0.285714286,0.142857143,1,0.142857143,0.142857143,0.714285714,0.166666667,0.166666667,1.166666667,0.285714286,1,2.428571429,1,0.25,0,0,0,0,0.333333333,0.222222222,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1
284, ,2.4,5.6,0,3.4,3.2,3,3.8,2.6,98, , , ,0,0,1.5,1,0,0,0, ,8:07:00,7:45:00,7:51:00,7:36:00,9:30:00,8:30:00,1.833333333,1,0.666666667,1,0.4,1.2,0.833333333,0.5,1.5,0.6,2.6,1.6,0,1,1,1,1.333333333,0.666666667,0.666666667,0.863636364,999,1,999,1,0,0,1,999,1,999,1,1,1,1,3,5, ,1.4,5.6,0,3.8,3.8,3.8,3.6,3.6,92, , , ,0,0,0.4,0,0,0,0, ,6:54:00,6:38:00,6:33:00,6:17:00,8:15:00,8:00:00,2,1,0.4,1.2,1,1,1.2,0.75,0.75,0.5,0.8,1.6,1,0,0.666666667,2,1.333333333,1,0.5,1,0.894736842,0,1,1,1,999,0,999,1,1,1,1,999,1,999,3,5, ,1,6,0,3,4,3,4,4,120, , , ,1,3.571428571,0.8,0,0,0,0, ,7:12:00,7:00:00,6:50:00,6:36:00,7:45:00,7:22:00,1.8,0.5,0.4,1,0.666666667,1,0.666666667,0.5,1.25,1.25,1,2,1,1,0.5,0,0.5,0,0.5,0.666666667,0.571428571,1,999,999,999,999,999,999,1,999,999,999,999,999,999, , 
189, ,2,5.2,0,2.8,3.2,2.4,3.2,1,22, ,3,10.71428571,0,0,1.142857143,0,0,0,0, ,7:51:00,7:41:00,7:55:00,7:44:00,7:42:00,7:34:00,1.285714286,0.571428571,1.285714286,1.142857143,1.428571429,1.428571429,1.714285714,2.142857143,1.714285714,1.8,3.2,2,1,1.75,1.25,1,0.75,1.666666667,1.5,1.269230769,999,1,1,0,1,999,1,999,1,1,0,1,999,1,4,4, ,0.333333333,6,0,3.5,3.333333333,2.833333333,3.166666667,1,13.33333333, ,13,46.42857143,0,0,2.285714286,0,0,0,0, ,7:16:00,7:06:00,7:17:00,7:08:00,7:15:00,7:02:00,1.571428571,1.428571429,1.142857143,0.714285714,1,1.428571429,0.571428571,1.428571429,1.285714286,0.857142857,1.666666667,2.833333333,0.833333333,0.25,1,1.5,1.25,1.75,1.75,2,1.37037037,0,999,1,1,1,1,1,1,999,1,1,1,1,1,5,6, ,1,5.428571429,0,4,3.857142857,3.428571429,2.714285714,1,5.714285714, ,21,75,0,0,3.142857143,0,0,0,0, ,6:59:00,6:47:00,6:45:00,6:35:00,7:50:00,7:40:00,3.142857143,2.714285714,3,0.571428571,2.857142857,2.857142857,0.428571429,3.142857143,2.857142857,0.857142857,2.857142857,4.571428571,0.857142857,3,3,3.25,2.75,3,2,3.25,2.892857143,1,1,1,0,1,1,1,1,1,1,0,1,1,1,6,6
